id,name,now_cost,position,team,mng_clean_sheets,mng_goals_scored,now_cost_rank_type,expected_goals,threat_rank,dreamteam_count,news,influence_rank,assists,transfers_out_event,red_cards,expected_goals_conceded_per_90,bonus,birth_date,penalties_missed,news_added,ict_index_rank,threat_rank_type,minutes,starts,own_goals,web_name,form_rank_type,transfers_out,saves,cost_change_event_fall,selected_rank,in_dreamteam,corners_and_indirect_freekicks_order,selected_rank_type,can_select,value_form,form,region,creativity,points_per_game_rank,penalties_saved,bps,team_join_date,mng_draw,goals_scored,influence_rank_type,ict_index,threat,goals_conceded,form_rank,cost_change_event,transfers_in_event,expected_goals_conceded,points_per_game,goals_conceded_per_90,cost_change_start,mng_win,yellow_cards,direct_freekicks_order,cost_change_start_fall,ep_this,opta_code,expected_goal_involvements_per_90,status,value_season,starts_per_90,clean_sheets_per_90,selected_by_percent,expected_goal_involvements,expected_goals_per_90,chance_of_playing_next_round,penalties_order,transfers_in,creativity_rank_type,points_per_game_rank_type,clean_sheets,mng_underdog_win,now_cost_rank,event_points,influence,expected_assists,mng_underdog_draw,mng_loss,total_points,saves_per_90,expected_assists_per_90,ict_index_rank_type,chance_of_playing_this_round,ep_next,creativity_rank
511,Edson Álvarez Velázquez,50,MID,West Ham,0,0,130,0.31,311,0,,231,1,58,1,1.48,0,1997-10-24,0,2025-02-05T18:30:09.115982Z,254,170,1470,17,0,Álvarez,82,19605,0,0,444,False,,152,True,0.4,2.0,139.0,188.6,373,0,184,2023-08-10,0,0,101,46.8,43.0,27,188,0,70,24.19,1.5,1.65,0,0,6,,0,1.5,p213999,0.07,a,6.6,1.04,0.18,0.1,1.08,0.02,100.0,,15700,115,177,3,0,208,0,236.0,0.77,0,0,33,0.0,0.05,127,100.0,2.0,170
512,Michail Antonio,53,FWD,West Ham,0,0,39,2.20,132,1,Leg injury - Unknown return date,389,4,225,0,1.92,3,1990-03-28,0,2024-12-09T17:00:08.418178Z,275,33,834,11,0,Antonio,70,481177,0,0,223,False,,39,True,0.0,0.0,107.0,139.5,136,0,111,2015-09-01,0,1,38,39.5,194.0,18,747,0,18,17.83,3.0,1.94,-2,0,1,,2,0.0,p57531,0.34,i,7.9,1.19,0.43,0.8,3.11,0.24,0.0,,385790,23,22,4,0,140,0,72.0,0.91,0,0,42,0.0,0.1,32,0.0,0.0,210
513,Alphonse Areola,42,GKP,West Ham,0,0,34,0.00,593,0,,147,0,1183,0,1.55,0,1993-02-27,0,2025-01-16T22:00:08.950625Z,278,48,1359,15,1,Areola,8,858459,48,0,87,False,,13,True,0.9,3.8,73.0,0.0,208,0,155,2022-07-01,0,0,20,37.4,0.0,27,86,0,4951,23.36,2.4,1.79,-3,0,0,,3,3.3,p84182,0.0,a,9.3,0.99,0.2,4.2,0.00,0.0,100.0,,366115,63,32,3,0,601,0,372.4,0.00,0,0,39,3.18,0.0,20,100.0,3.8,626
514,Jarrod Bowen,75,MID,West Ham,0,0,10,5.96,13,2,,48,7,3909,0,1.69,12,1996-12-20,0,2024-12-30T09:30:07.187593Z,14,6,2007,23,0,Bowen,18,1721059,0,0,37,False,2.0,10,True,0.6,4.5,241.0,581.8,10,0,432,2020-01-31,0,7,13,186.6,728.0,36,60,0,50478,37.60,5.1,1.61,0,0,1,,0,4.0,p178186,0.49,a,15.7,1.03,0.27,9.4,10.85,0.27,100.0,4.0,1937196,23,6,6,0,16,0,560.0,4.89,0,0,118,0.0,0.22,11,100.0,4.5,29
516,Vladimír Coufal,41,DEF,West Ham,0,0,158,0.27,328,0,Hamstring injury - 75% chance of playing,301,0,257,0,1.75,1,1992-08-22,0,2025-02-21T03:30:10.428614Z,318,109,729,8,1,Coufal,203,86225,0,0,296,False,,109,True,0.0,0.0,57.0,104.5,405,0,58,2020-10-02,0,0,111,28.7,35.0,15,513,0,17,14.20,1.2,1.85,-4,0,2,,4,-0.4,p164555,0.13,d,4.4,0.99,0.12,0.4,1.06,0.03,75.0,,36540,65,131,1,0,623,0,151.0,0.80,0,0,18,0.0,0.1,100,75.0,0.0,246
517,Aaron Cresswell,39,DEF,West Ham,0,0,234,0.11,431,1,,373,0,1127,0,1.28,3,1989-12-15,0,2024-08-30T04:00:05.718151Z,358,156,470,5,0,Cresswell,22,238584,0,0,139,False,,53,True,1.0,3.8,241.0,113.3,274,0,91,2014-07-03,0,0,130,20.5,5.0,4,85,0,4545,6.69,2.0,0.77,-1,0,2,2.0,1,3.3,p55459,0.25,a,6.2,0.96,0.38,2.0,1.33,0.02,100.0,,207285,64,87,2,0,726,0,87.2,1.22,0,0,24,0.0,0.23,119,100.0,3.8,242
519,George Earthy,45,MID,West Ham,0,0,259,0.00,677,0,Loaned to Bristol City,696,0,1,0,0.0,0,,0,2024-08-16T11:57:26.531525Z,696,272,0,0,0,Earthy,228,8026,0,0,645,False,,262,False,0.0,0.0,,0.0,700,0,0,,0,0,278,0.0,0.0,0,619,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p490885,0.0,u,0.0,0.0,0.0,0.0,0.00,0.0,0.0,,0,278,279,0,0,417,0,0.0,0.00,0,0,0,0.0,0.0,277,0.0,0.0,692
520,Emerson Palmieri dos Santos,44,DEF,West Ham,0,0,86,1.60,168,2,,153,1,347,0,1.72,2,1994-08-03,0,2025-01-04T22:00:07.811285Z,138,30,1699,22,0,Emerson,106,154378,0,0,252,False,3.0,93,True,0.1,0.5,106.0,277.5,193,0,162,2022-08-23,0,2,59,78.9,154.0,37,326,0,157,32.55,2.5,1.96,-1,0,5,1.0,1,0.0,p109533,0.18,a,13.4,1.17,0.21,0.6,3.49,0.08,100.0,,137921,21,59,4,0,495,0,357.4,1.89,0,0,59,0.0,0.1,37,100.0,0.5,111
521,Łukasz Fabiański,41,GKP,West Ham,0,0,38,0.00,589,0,,151,0,10979,0,1.85,2,1985-04-18,0,2024-12-27T02:00:09.942808Z,286,44,1070,12,0,Fabianski,65,1341958,47,0,24,False,,4,True,0.0,0.0,172.0,0.3,152,0,132,2018-06-20,0,0,21,36.1,0.0,20,510,0,820,21.99,2.8,1.68,1,0,2,,-1,-0.5,p37096,0.0,a,8.8,1.01,0.17,15.0,0.00,0.0,100.0,,1672443,17,23,2,0,619,0,362.2,0.00,0,0,36,3.95,0.0,21,100.0,0.0,492
522,Wes Foderingham,43,GKP,West Ham,0,0,28,0.00,604,0,,643,0,33,0,0.0,0,1991-01-14,0,,643,55,0,0,0,Foderingham,73,15851,0,0,436,False,,59,True,0.0,0.0,241.0,0.0,648,0,0,2024-07-01,0,0,78,0.0,0.0,0,534,0,35,0.00,0.0,0.0,-2,0,0,,2,-0.5,p82143,0.0,a,0.0,0.0,0.0,0.1,0.00,0.0,,,7635,69,78,0,0,564,0,0.0,0.00,0,0,0,0.0,0.0,78,,0.0,635
523,Danny Ings,49,FWD,West Ham,0,0,52,2.25,166,0,,362,3,702,0,1.67,4,1992-07-23,0,2024-12-04T09:30:08.866937Z,298,34,264,1,0,Ings,58,423980,0,0,187,False,,29,True,0.0,0.0,241.0,75.7,250,0,107,2023-01-20,0,1,36,33.1,157.0,4,702,0,461,4.89,2.2,1.36,-1,0,0,,1,-0.5,p84939,0.79,a,6.3,0.34,0.0,1.2,2.31,0.77,100.0,,411197,33,30,0,0,241,0,96.8,0.06,0,0,31,0.0,0.02,35,100.0,0.0,288
524,Max Kilman,43,DEF,West Ham,0,0,124,1.45,190,1,,37,1,465,0,1.7,5,1997-05-23,0,2024-12-27T02:00:09.960422Z,115,42,2358,27,0,Kilman,17,360157,0,0,189,False,,73,True,0.9,4.0,241.0,147.7,230,0,270,2024-07-05,0,0,12,87.6,132.0,47,72,0,1666,44.50,2.3,1.79,-2,0,3,,2,3.5,p214048,0.09,a,14.4,1.03,0.19,1.2,2.28,0.06,100.0,,356782,48,70,5,0,577,0,593.2,0.83,0,0,62,0.0,0.03,25,100.0,4.0,201
525,Mohammed Kudus,62,MID,West Ham,0,0,40,5.81,35,0,,181,2,825,1,1.59,4,2000-08-02,0,2024-10-19T16:00:07.402004Z,62,20,1815,22,0,Kudus,51,1006614,0,0,121,False,,41,True,0.5,2.8,81.0,378.1,121,0,243,2023-08-27,0,3,76,123.8,554.0,34,134,0,2833,31.97,3.2,1.69,-3,0,0,,3,2.3,p460842,0.39,a,11.3,1.09,0.25,2.5,7.80,0.29,100.0,,393494,55,54,5,0,65,0,307.2,1.99,0,0,70,0.0,0.1,42,100.0,2.8,72
526,Luis Guilherme Lira dos Santos,46,MID,West Ham,0,0,235,0.03,426,0,,474,0,12,0,2.43,0,2006-02-09,0,,453,222,50,0,0,L.Guilherme,173,4742,0,0,632,False,,253,True,0.0,0.2,30.0,34.6,483,0,26,2024-06-14,0,0,220,5.4,6.0,2,377,0,7,1.35,1.0,3.6,-4,0,0,,4,-0.3,p577114,0.27,a,1.5,0.0,0.0,0.0,0.15,0.05,,,2397,197,225,0,0,361,0,14.2,0.12,0,0,7,0.0,0.22,216,,0.2,357
527,Lucas Tolentino Coelho de Lima,57,MID,West Ham,0,0,62,4.89,113,0,Ankle injury - 75% chance of playing,166,1,272,0,1.81,5,1997-08-27,0,2025-02-21T03:30:10.447243Z,99,74,1696,20,0,L.Paquetá,163,350745,0,0,218,False,,69,True,0.1,0.5,30.0,433.6,151,0,278,2022-08-29,0,4,66,100.0,231.0,39,350,0,28,34.09,2.9,2.07,-3,0,6,3.0,3,0.0,p224024,0.38,d,11.6,1.06,0.16,0.9,7.07,0.26,75.0,1.0,231254,48,65,3,0,94,0,338.0,2.18,0,0,66,0.0,0.12,61,75.0,0.4,59
528,Konstantinos Mavropanos,43,DEF,West Ham,0,0,131,1.26,173,0,,144,0,34,1,1.77,4,1997-12-11,0,2025-01-18T19:00:08.794269Z,200,31,1541,16,0,Mavropanos,73,25084,0,0,441,False,,153,True,0.2,1.0,83.0,61.4,362,0,182,2023-08-22,0,0,55,58.8,150.0,30,257,0,25,30.33,1.5,1.75,-2,0,2,,2,0.5,p233963,0.09,a,7.9,0.93,0.12,0.1,1.64,0.07,100.0,,19176,92,117,2,0,584,0,375.6,0.38,0,0,34,0.0,0.02,61,100.0,1.0,310
529,Nayef Aguerd,44,DEF,West Ham,0,0,94,0.00,618,0,On loan to Real Sociedad for the season,650,0,1,0,0.0,0,,0,2024-09-01T09:10:50.538029Z,650,243,0,0,0,N.Aguerd,232,13367,0,0,576,False,,199,False,0.0,0.0,,0.0,655,0,0,,0,0,248,0.0,0.0,0,555,0,0,0.00,0.0,0.0,-1,0,0,,1,0.0,p210494,0.0,u,0.0,0.0,0.0,0.0,0.00,0.0,0.0,,1368,248,246,0,0,507,0,0.0,0.00,0,0,0,0.0,0.0,248,0.0,0.0,642
530,Tomáš Souček,49,MID,West Ham,0,0,169,4.45,51,0,,93,2,739,0,1.56,10,1995-02-27,0,2024-12-27T00:30:09.920421Z,84,32,1927,22,0,Souček,41,564589,0,0,167,False,,56,True,0.7,3.2,57.0,204.6,81,0,318,2020-07-28,0,6,33,109.8,433.0,34,108,0,1520,33.40,3.6,1.59,-1,0,8,,1,2.7,p215439,0.27,a,18.2,1.03,0.28,1.5,5.65,0.21,100.0,,468901,109,38,6,0,263,0,465.8,1.20,0,0,89,0.0,0.06,55,100.0,3.2,159
531,James Ward-Prowse,61,MID,West Ham,0,0,42,0.10,385,0,,340,1,93,1,1.05,0,1994-11-01,0,2024-10-25T22:30:06.650947Z,333,206,637,7,0,Ward-Prowse,112,172557,0,0,268,False,1.0,80,True,0.2,1.5,241.0,124.7,358,0,101,2023-08-14,0,0,154,25.2,15.0,8,232,0,182,7.44,1.6,1.13,-4,0,1,1.0,4,1.0,p101178,0.18,a,3.4,0.99,0.42,0.5,1.30,0.01,100.0,,32751,147,168,3,0,68,0,111.6,1.20,0,0,21,0.0,0.17,167,100.0,1.5,232
532,Kurt Zouma,44,DEF,West Ham,0,0,85,0.00,615,0,On loan to Al-Orobah for the rest of the season,648,0,16,0,0.0,0,,0,2024-09-02T10:44:47.323774Z,648,242,0,0,0,Zouma,230,50986,0,0,439,False,,152,False,0.0,0.0,,0.0,653,0,0,,0,0,247,0.0,0.0,0,551,0,0,0.00,0.0,0.0,-1,0,0,,1,0.0,p103192,0.0,u,0.0,0.0,0.0,0.1,0.00,0.0,0.0,,5376,247,245,0,0,493,0,0.0,0.00,0,0,0,0.0,0.0,247,0.0,0.0,640
576,Andy Irving,47,MID,West Ham,0,0,218,0.13,381,0,,419,0,10,0,2.5,0,2000-05-13,0,,428,204,161,1,0,Irving,175,2955,0,0,628,False,,251,True,0.0,0.2,243.0,26.5,509,0,38,2023-08-31,0,0,189,8.1,17.0,4,379,0,7,4.48,0.9,2.24,-3,0,2,,3,-0.3,p229384,0.14,a,1.9,0.56,0.0,0.0,0.25,0.07,,,1555,209,239,0,0,335,0,37.6,0.12,0,0,9,0.0,0.07,206,,0.2,384
587,Crysencio Summerville,55,MID,West Ham,0,0,73,1.61,140,0,Hamstring injury - Expected back 01 Apr,292,1,93,0,2.04,2,2001-10-30,0,2025-01-11T01:30:09.528172Z,201,88,776,7,0,Summerville,327,126526,0,0,319,False,5.0,96,True,0.0,0.0,152.0,246.1,343,0,129,2024-08-03,0,1,132,58.7,186.0,20,761,0,6,17.58,1.7,2.32,-5,0,2,,5,0.0,p450070,0.39,i,6.0,0.81,0.23,0.3,3.32,0.19,0.0,,49177,91,159,2,0,116,0,156.4,1.71,0,0,33,0.0,0.2,104,0.0,0.0,129
588,Guido Rodríguez,48,MID,West Ham,0,0,197,0.22,361,0,,279,0,20,0,1.62,0,1994-04-12,0,2024-12-27T00:30:09.990636Z,331,195,1015,14,0,G.Rodríguez,285,11237,0,0,524,False,,193,True,0.0,0.0,10.0,62.1,370,0,162,2024-08-06,0,0,126,25.5,23.0,18,694,0,16,18.28,1.5,1.6,-2,0,5,,2,-0.5,p197024,0.03,a,5.8,1.24,0.27,0.1,0.34,0.02,100.0,,7248,183,175,3,0,300,0,168.6,0.12,0,0,28,0.0,0.01,165,100.0,0.0,309
589,Niclas Füllkrug,67,FWD,West Ham,0,0,18,1.38,211,0,Hamstring injury - Expected back 01 Apr,357,1,65,0,1.81,1,1993-02-09,0,2025-01-11T01:30:09.545595Z,313,37,366,3,0,Füllkrug,80,408414,0,0,235,False,,41,True,0.0,0.0,80.0,84.8,228,0,88,2024-08-05,0,2,35,29.4,113.0,11,778,0,11,7.37,2.4,2.7,-3,0,1,,3,0.0,p91889,0.41,i,3.3,0.74,0.25,0.8,1.67,0.34,0.0,,64381,31,29,1,0,35,0,99.0,0.29,0,0,22,0.0,0.07,36,0.0,0.0,271
591,Jean-Clair Todibo,42,DEF,West Ham,0,0,155,0.10,376,0,,247,0,82,0,1.54,1,1999-12-30,0,2025-01-04T22:00:07.950161Z,328,126,989,10,0,Todibo,34,47810,0,0,340,False,,124,True,0.7,2.8,73.0,29.0,261,0,153,2024-08-10,0,0,90,25.9,18.0,20,124,0,288,16.91,2.1,1.82,-3,0,1,,3,2.3,p462116,0.01,a,8.3,0.91,0.36,0.2,0.13,0.01,100.0,,21481,128,84,4,0,616,0,212.6,0.03,0,0,35,0.0,0.0,108,100.0,2.8,374
643,Kaelan Casey,40,DEF,West Ham,0,0,201,0.00,555,0,,515,0,57,0,8.1,0,2004-10-28,0,2024-11-30T22:00:08.284898Z,523,205,1,0,0,Casey,173,21134,0,0,405,False,,143,True,0.0,0.0,241.0,0.0,443,0,3,2022-11-01,0,0,183,0.2,0.0,0,475,0,22,0.09,1.0,0.0,0,0,0,,0,-0.5,p518438,0.0,a,0.2,0.0,0.0,0.2,0.00,0.0,100.0,,27176,216,152,0,0,685,0,2.0,0.00,0,0,1,0.0,0.0,184,100.0,0.0,591
654,Carlos Soler,50,MID,West Ham,0,0,133,1.21,200,0,,330,1,33,0,1.9,2,1997-01-02,0,2024-12-27T02:00:10.148689Z,257,117,1056,12,0,C.Soler,144,6980,0,0,602,False,4.0,233,True,0.2,0.8,200.0,197.8,340,0,166,2024-08-30,0,1,148,44.4,123.0,20,301,0,26,22.32,1.7,1.7,0,0,5,4.0,0,0.3,p224860,0.2,a,7.4,1.02,0.17,0.0,2.42,0.1,100.0,,7946,110,156,2,0,212,0,123.0,1.21,0,0,37,0.0,0.1,129,100.0,0.8,162
677,Ollie Scarles,40,DEF,West Ham,0,0,204,0.11,389,0,,403,0,199,0,1.4,2,2005-12-12,0,,426,134,311,2,0,Scarles,26,3425,0,0,399,False,,140,True,0.9,3.5,241.0,16.9,242,0,68,2022-10-01,0,0,141,8.3,14.0,3,101,0,770,4.83,2.2,0.87,0,0,1,,0,3.0,p536109,0.04,a,5.0,0.58,0.58,0.2,0.16,0.03,,,18938,143,76,2,0,689,0,52.0,0.05,0,0,20,0.0,0.01,146,,3.5,412
686,Ezra Mayers,40,DEF,West Ham,0,0,224,0.00,578,0,,627,0,27,0,0.0,0,2007-01-16,0,,627,225,0,0,0,Mayers,194,1960,0,0,647,False,,218,True,0.0,0.0,241.0,0.0,632,0,0,2024-11-29,0,0,234,0.0,0.0,0,499,0,23,0.00,0.0,0.0,0,0,0,,0,-0.5,p602903,0.0,a,0.0,0.0,0.0,0.0,0.00,0.0,,,2370,234,232,0,0,711,0,0.0,0.00,0,0,0,0.0,0.0,234,,0.0,612
701,Lewis Orford,45,MID,West Ham,0,0,275,0.03,424,0,,494,0,17,0,2.36,0,2006-02-18,0,,471,221,47,0,0,Orford,243,1164,0,0,729,False,,305,True,0.0,0.0,241.0,27.6,471,0,13,2022-11-01,0,0,231,4.0,6.0,1,635,0,7,1.23,1.0,1.91,0,0,0,,0,-0.5,p518442,0.14,a,0.4,0.0,0.0,0.0,0.07,0.06,,,1456,206,218,0,0,436,0,6.4,0.04,0,0,2,0.0,0.08,223,,0.0,378
750,Graham Potter,5,MNG,West Ham,2,5,18,0.00,466,0,,531,0,253,0,0.0,0,1975-05-20,0,,531,3,0,0,0,Potter,4,12804,0,0,322,False,,6,True,14.4,7.2,241.0,0.0,538,0,0,2025-01-09,1,0,3,0.0,0.0,0,9,0,553,0.00,0.0,0.0,0,2,0,,0,6.7,man46436,0.0,a,78.0,0.0,0.0,4.9,0.00,0.0,,,29287,3,3,0,1,786,0,0.0,0.00,1,2,39,0.0,0.0,3,,7.2,509
204,Sam Johnstone,42,GKP,Wolves,0,0,35,0.00,594,0,,263,0,123,0,1.85,0,1993-03-25,0,2025-02-17T10:00:09.414088Z,359,49,630,7,0,Johnstone,69,77126,23,0,323,False,,48,True,0.0,0.0,241.0,10.0,331,0,42,2024-08-30,0,0,26,20.4,0.0,17,519,0,82,12.98,1.7,2.43,-3,0,0,,3,0.0,p101982,0.0,a,2.9,1.0,0.0,0.3,0.00,0.0,100.0,,54666,11,37,0,0,603,0,193.8,0.00,0,0,12,3.29,0.0,25,100.0,0.5,438
533,Rayan Aït-Nouri,48,DEF,Wolves,0,0,41,1.87,93,2,,50,5,2367,1,1.65,6,2001-06-06,0,2024-12-14T21:30:08.057496Z,63,5,2305,27,0,Aït-Nouri,44,1952143,0,-1,50,False,,17,True,0.5,2.5,3.0,390.7,144,0,261,2021-07-09,0,3,18,121.9,271.0,56,143,1,57785,42.23,2.9,2.19,3,0,4,,-3,2.5,p448514,0.14,a,16.2,1.05,0.16,8.0,3.68,0.07,100.0,,2487195,13,42,4,0,318,2,555.8,1.81,0,0,78,0.0,0.07,8,100.0,3.0,68
534,Boubacar Traoré,48,MID,Wolves,0,0,207,0.00,741,0,,754,0,16,0,0.0,0,2001-08-20,0,2025-01-14T13:30:09.399865Z,754,318,0,0,0,B.Traore,289,6730,0,0,629,False,,252,True,0.0,0.0,132.0,0.0,754,0,0,2023-07-01,0,0,320,0.0,0.0,0,701,0,19,0.00,0.0,0.0,-2,0,0,,2,0.0,p476502,0.0,a,0.0,0.0,0.0,0.0,0.00,0.0,100.0,,1883,321,321,0,0,320,0,0.0,0.00,0,0,0,0.0,0.0,320,100.0,0.5,751
535,Jean-Ricner Bellegarde,49,MID,Wolves,0,0,170,1.13,157,1,,219,4,221,0,1.49,3,1998-06-27,0,,159,98,1210,14,0,Bellegarde,39,19224,0,0,382,False,,125,True,0.7,3.5,73.0,306.1,221,0,219,2023-09-01,0,2,95,72.1,169.0,24,104,0,3305,20.03,2.4,1.79,-1,0,3,1.0,1,3.5,p231057,0.26,a,12.9,1.04,0.3,0.2,3.50,0.08,,,29613,76,92,4,0,266,5,251.8,2.37,0,0,63,0.0,0.18,93,,4.0,100
536,Daniel Bentley,39,GKP,Wolves,0,0,68,0.00,487,0,,552,0,1061,0,0.0,0,1993-07-13,0,,552,6,0,0,0,Bentley,27,153454,0,0,156,False,,23,True,0.0,0.0,241.0,0.0,559,0,0,2023-01-25,0,0,45,0.0,0.0,0,402,0,985,0.00,0.0,0.0,-1,0,0,,1,0.0,p79602,0.0,a,0.0,0.0,0.0,1.6,0.00,0.0,,,106390,23,45,0,0,727,0,0.0,0.00,0,0,0,0.0,0.0,45,,0.5,530
537,Francisco Jorge Tomás Oliveira,45,MID,Wolves,0,0,271,0.00,458,0,Season long loan to RCD Mallorca,509,0,23,0,0.0,0,,0,2024-09-01T09:12:21.111329Z,496,234,6,0,0,Chiquinho,239,27941,0,0,517,False,,189,False,0.0,0.0,,14.3,470,0,4,,0,0,237,1.9,2.0,0,631,0,0,0.00,1.0,0.0,0,0,0,,0,0.0,p510363,0.75,u,0.2,0.0,0.0,0.1,0.05,0.0,0.0,,11572,223,217,0,0,431,0,3.0,0.05,0,0,1,0.0,0.75,231,0.0,0.0,419
538,Tawanda Chirewa,45,MID,Wolves,0,0,265,0.00,683,0,Loaened to Derby County,702,0,6,0,0.0,0,,0,2024-08-27T08:37:28.318365Z,702,278,0,0,0,Chirewa,234,8887,0,0,640,False,,260,False,0.0,0.0,239.0,0.0,706,0,0,2023-12-01,0,0,284,0.0,0.0,0,625,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p497606,0.0,u,0.0,0.0,0.0,0.0,0.00,0.0,0.0,,1909,284,285,0,0,424,0,0.0,0.00,0,0,0,0.0,0.0,283,0.0,0.0,698
539,Leon Chiwome,45,FWD,Wolves,0,0,79,0.00,721,0,Knee injury - Expected back 01 Jun,738,0,1566,0,0.0,0,2006-01-10,0,2025-02-05T18:30:09.160636Z,738,68,0,0,0,Chiwome,51,482415,0,0,178,False,,26,True,0.0,0.0,241.0,0.0,740,0,0,2024-03-08,0,0,67,0.0,0.0,0,667,0,30,0.00,0.0,0.0,0,0,0,,0,0.0,p589507,0.0,i,0.0,0.0,0.0,1.3,0.00,0.0,0.0,,579888,67,70,0,0,473,0,0.0,0.00,0,0,0,0.0,0.0,68,0.0,0.0,734
540,Luke Cundle,45,MID,Wolves,0,0,243,0.00,658,0,Loaned to Millwall,678,0,74,0,0.0,0,,0,2025-02-03T10:24:24.082682Z,678,259,0,0,0,Cundle,215,37159,0,0,412,False,,137,False,0.0,0.0,241.0,0.0,682,0,0,2019-07-16,0,0,265,0.0,0.0,0,600,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p245923,0.0,u,0.0,0.0,0.0,0.2,0.00,0.0,0.0,,33477,265,266,0,0,388,0,0.0,0.00,0,0,0,0.0,0.0,264,0.0,0.0,674
541,Matheus Santos Carneiro Da Cunha,70,FWD,Wolves,0,0,12,6.82,12,3,Suspended until 05 Apr,7,4,127378,0,1.58,33,1999-05-27,0,2025-03-01T21:30:10.092930Z,7,7,2143,24,0,Cunha,6,4816111,0,0,35,False,1.0,8,True,0.7,5.0,30.0,661.2,8,0,679,2023-07-01,0,13,3,217.3,735.0,49,41,0,803,37.62,5.5,2.06,5,0,3,3.0,-5,0.0,p430871,0.48,s,20.4,1.01,0.21,9.9,11.27,0.29,0.0,3.0,5601540,1,4,5,0,27,0,776.0,4.45,0,0,143,0.0,0.19,3,0.0,0.0,17
542,Craig Dawson,43,DEF,Wolves,0,0,114,0.50,288,0,,251,1,57,0,1.72,1,1990-05-06,0,2025-01-07T00:00:08.842045Z,314,87,969,10,2,Dawson,218,32244,0,0,434,False,,151,True,0.0,0.0,241.0,31.3,424,0,57,2023-01-22,0,0,91,29.1,55.0,25,533,0,53,18.56,1.1,2.32,-2,0,2,,2,0.0,p60232,0.06,a,4.0,0.93,0.09,0.1,0.57,0.05,100.0,,22969,124,138,1,0,562,0,204.2,0.07,0,0,17,0.0,0.01,99,100.0,0.5,364
543,Matt Doherty,43,DEF,Wolves,0,0,115,1.09,196,0,Knock - 75% chance of playing,136,1,709,0,1.42,2,1992-01-16,0,2025-03-07T16:00:09.692851Z,182,47,1517,17,1,Doherty,53,36464,0,0,304,False,,113,True,0.5,2.0,104.0,147.5,211,0,204,2023-07-20,0,2,52,66.3,125.0,33,179,0,181,24.00,2.4,1.96,-2,0,5,,2,1.5,p87835,0.11,d,11.9,1.01,0.24,0.3,2.00,0.06,75.0,,48238,50,65,4,0,565,2,390.4,0.91,0,0,51,0.0,0.05,51,75.0,1.9,203
544,Tommy Doyle,47,MID,Wolves,0,0,216,0.55,338,0,,335,1,14,0,1.93,0,2001-10-17,0,,334,183,473,3,0,Doyle,126,7425,0,0,585,False,,226,True,0.2,1.0,241.0,101.4,413,0,125,2024-07-01,0,0,150,25.1,32.0,10,265,0,18,10.16,1.2,1.9,-3,0,1,,3,1.0,p220394,0.17,a,5.7,0.57,0.0,0.0,0.90,0.1,,,5210,158,199,0,0,333,1,114.6,0.35,0,0,27,0.0,0.07,168,,1.5,252
545,Fábio Silva,50,FWD,Wolves,0,0,48,0.00,762,0,Season long loan to Las Palmas,768,0,10,0,0.0,0,,0,2024-08-30T20:53:22.805927Z,768,77,0,0,0,Fábio Silva,64,34040,0,0,484,False,,68,False,0.0,0.0,,0.0,767,0,0,,0,0,77,0.0,0.0,0,727,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p449988,0.0,u,0.0,0.0,0.0,0.1,0.00,0.0,0.0,,7594,77,78,0,0,223,0,0.0,0.00,0,0,0,0.0,0.0,77,0.0,0.0,767
546,Nathan Fraser,45,FWD,Wolves,0,0,71,0.00,696,0,Loaned to Zulte Waregem,713,0,277,0,0.0,0,2005-02-22,0,2024-08-26T10:19:49.301076Z,713,61,0,0,0,Fraser,44,531534,0,0,209,False,,37,False,0.0,0.0,104.0,0.0,716,0,0,2022-11-05,0,0,60,0.0,0.0,0,641,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p531363,0.0,u,0.0,0.0,0.0,1.1,0.00,0.0,0.0,,86763,59,64,0,0,444,0,0.0,0.00,0,0,0,0.0,0.0,61,0.0,0.0,708
547,Enso González,44,MID,Wolves,0,0,335,0.00,641,0,Knee injury - Unknown return date,664,0,49,0,0.0,0,2005-01-20,0,2024-08-05T15:00:04.514369Z,664,254,0,0,0,Gonzalez,209,11700,0,0,579,False,,222,True,0.0,0.0,168.0,0.0,668,0,0,2023-08-31,0,0,260,0.0,0.0,0,584,0,27,0.00,0.0,0.0,-1,0,0,,1,0.0,p593001,0.0,i,0.0,0.0,0.0,0.0,0.00,0.0,0.0,,11444,260,261,0,0,554,0,0.0,0.00,0,0,0,0.0,0.0,259,0.0,0.0,658
548,Gonçalo Manuel Ganchinho Guedes,53,MID,Wolves,0,0,88,2.18,170,1,,256,4,77,0,1.74,2,1996-11-29,0,2025-02-22T21:30:09.805820Z,228,106,735,7,0,Guedes,160,30425,0,0,470,False,,166,True,0.1,0.5,173.0,163.9,239,0,169,2022-08-08,0,2,117,51.6,154.0,18,345,0,384,14.23,2.3,2.2,-2,0,1,,2,0.5,p181284,0.34,a,10.2,0.86,0.37,0.1,2.77,0.27,100.0,,27594,122,101,3,0,147,1,200.4,0.59,0,0,54,0.0,0.07,117,100.0,1.0,184
